RequestID,MachineID,Plant,CreatedDate,StartDate,EndDate,Category,Priority,Technician,DowntimeHours,Cost,Status
R-00355,M-058,Plant B,2025-08-09 05:00:00,2025-08-09 21:00:00,2025-08-10 01:00:00,Preventive,Medium,Jordan,3.08,670.27,Closed
R-00356,M-019,Plant B,2024-03-28 07:23:00,2024-03-31 00:23:00,2024-03-31 07:23:00,Preventive,Low,Jamie,1.69,824.86,Closed
R-00357,M-038,Plant A,2024-07-05 21:16:00,2024-07-06 20:16:00,2024-07-07 00:16:00,Corrective,Medium,Casey,4.46,649.88,Closed
R-00358,M-034,Plant A,2025-05-31 23:21:00,2025-06-01 01:21:00,2025-06-01 10:21:00,Preventive,High,Sam,1.87,1215.41,Closed
R-00359,M-035,Plant B,2025-05-30 04:00:00,2025-05-31 00:00:00,2025-05-31 03:00:00,Preventive,Medium,Alex,1.16,570.5,Closed
R-00360,M-031,Plant A,2025-01-25 11:57:00,2025-01-25 19:57:00,2025-01-26 12:57:00,Corrective,Medium,Sam,1.99,3390.8,Closed
R-00361,M-006,Plant A,2024-10-17 20:25:00,2024-10-18 00:25:00,2024-10-18 18:25:00,Corrective,Medium,Taylor,2.15,2454.46,Closed
R-00362,M-052,Plant B,2024-11-19 13:57:00,2024-11-19 17:57:00,2024-11-20 03:57:00,Preventive,High,Morgan,1.38,1148.94,Closed
R-00363,M-044,Plant B,2025-02-10 06:57:00,2025-02-12 05:57:00,2025-02-12 12:57:00,Preventive,Low,Jamie,1.48,817.85,Closed
R-00364,M-046,Plant A,2025-02-11 04:42:00,2025-02-11 13:42:00,2025-02-12 00:42:00,Corrective,Medium,Taylor,9.42,2262.38,Closed
R-00365,M-022,Plant A,2025-07-17 20:57:00,2025-07-18 20:57:00,2025-07-19 00:57:00,Corrective,Medium,Jordan,0.67,684.66,Closed
R-00366,M-017,Plant B,2024-08-15 12:39:00,2024-08-15 18:39:00,2024-08-16 00:39:00,Preventive,High,Riley,1.74,938.23,Closed
R-00367,M-004,Plant B,2024-06-28 21:51:00,2024-06-29 00:51:00,2024-06-29 21:51:00,Corrective,High,Morgan,6.28,2655.6,Closed
R-00368,M-016,Plant B,2025-11-01 00:00:00,2025-11-01 06:00:00,2025-11-02 02:00:00,Corrective,High,Morgan,8.42,2688.87,Closed
R-00369,M-001,Plant A,2025-12-21 02:20:00,2025-12-21 14:20:00,2025-12-22 00:20:00,Corrective,Medium,Casey,10.73,1820.32,Closed
R-00370,M-027,Plant B,2025-06-02 03:38:00,2025-06-02 23:38:00,2025-06-03 08:38:00,Corrective,Medium,Casey,3.76,2064.07,Closed
R-00371,M-025,Plant A,2025-07-30 16:30:00,2025-08-02 11:30:00,2025-08-02 15:30:00,Corrective,Low,Jamie,7.11,1730.5,Closed
R-00372,M-015,Plant B,2025-11-24 23:56:00,2025-11-25 20:56:00,2025-11-26 03:56:00,Preventive,Medium,Casey,1.75,883.59,Closed
R-00373,M-006,Plant A,2025-02-12 22:59:00,2025-02-13 12:59:00,2025-02-13 23:59:00,Corrective,Medium,Jordan,4.84,2664.35,Closed
R-00374,M-059,Plant B,2024-07-13 17:01:00,2024-07-13 21:01:00,2024-07-14 11:01:00,Corrective,High,Taylor,15.63,3302.24,Closed
R-00375,M-023,Plant A,2024-06-08 03:38:00,2024-06-08 03:38:00,2024-06-08 12:38:00,Preventive,High,Jamie,0.65,1196.05,Closed
R-00376,M-037,Plant B,2024-10-08 16:45:00,2024-10-11 04:45:00,2024-10-11 09:45:00,Preventive,Low,Morgan,3.46,654.43,Closed
R-00377,M-052,Plant B,2025-03-09 16:19:00,2025-03-09 22:19:00,2025-03-10 11:19:00,Corrective,High,Casey,0.08,1478.3,Closed
R-00378,M-014,Plant B,2025-01-23 19:49:00,2025-01-24 16:49:00,2025-01-24 19:49:00,Preventive,Medium,Morgan,1.88,516.68,Closed
R-00379,M-040,Plant B,2024-12-17 12:29:00,2024-12-18 03:29:00,2024-12-18 08:29:00,Preventive,Medium,Riley,0.26,753.1,Closed
R-00380,M-044,Plant B,2024-08-22 03:24:00,2024-08-23 00:24:00,2024-08-23 08:24:00,Corrective,Low,Riley,7.59,2437.17,Closed
R-00381,M-012,Plant A,2025-03-07 17:03:00,2025-03-08 21:03:00,2025-03-09 05:03:00,Preventive,Low,Casey,1.94,897.41,Closed
R-00382,M-014,Plant B,2024-09-17 16:15:00,2024-09-17 20:15:00,2024-09-18 08:15:00,Corrective,High,Casey,6.54,2384.56,Closed
R-00383,M-023,Plant A,2025-11-26 20:40:00,2025-11-27 11:40:00,2025-11-27 20:40:00,Preventive,Medium,Jordan,0.0,1187.58,Closed
R-00384,M-025,Plant A,2025-09-20 09:46:00,2025-09-22 13:46:00,2025-09-23 03:46:00,Corrective,Low,Jordan,6.51,1728.67,Closed
R-00385,M-022,Plant A,2024-08-21 10:42:00,2024-08-21 22:42:00,2024-08-22 03:42:00,Preventive,Medium,Morgan,1.48,664.28,Closed
R-00386,M-011,Plant A,2024-07-07 00:47:00,2024-07-07 01:47:00,2024-07-07 05:47:00,Preventive,High,Morgan,0.29,452.49,Closed
R-00387,M-057,Plant A,2025-04-29 18:43:00,2025-05-01 21:43:00,2025-05-01 23:43:00,Preventive,Low,Sam,0.33,291.8,Closed
R-00388,M-016,Plant B,2024-10-17 15:07:00,2024-10-17 15:07:00,2024-10-18 11:07:00,Corrective,High,Jordan,0.0,3781.44,Closed
R-00389,M-030,Plant A,2025-07-07 09:17:00,2025-07-07 16:17:00,2025-07-08 10:17:00,Corrective,High,Jordan,3.8,2653.71,Closed
R-00390,M-035,Plant B,2024-08-20 03:03:00,2024-08-20 16:03:00,2024-08-20 20:03:00,Preventive,Medium,Morgan,0.84,636.12,Closed
R-00391,M-055,Plant A,2024-05-19 11:44:00,2024-05-20 00:44:00,2024-05-20 05:44:00,Preventive,Medium,Jamie,0.04,708.66,Closed
R-00392,M-013,Plant A,2025-02-25 19:08:00,2025-02-26 01:08:00,2025-02-26 04:08:00,Preventive,High,Riley,0.48,392.98,Closed
R-00393,M-049,Plant A,2025-09-19 23:41:00,2025-09-20 09:41:00,2025-09-20 13:41:00,Corrective,Medium,Morgan,7.26,1390.31,Closed
R-00394,M-029,Plant B,2024-10-05 23:54:00,2024-10-06 01:54:00,2024-10-06 04:54:00,Corrective,High,Alex,7.46,1074.21,Closed
R-00395,M-009,Plant A,2025-03-24 00:16:00,2025-03-24 03:16:00,2025-03-24 14:16:00,Preventive,High,Jamie,2.62,1350.58,Closed
R-00396,M-022,Plant A,2024-03-23 04:59:00,2024-03-24 03:59:00,2024-03-24 06:59:00,Preventive,Low,Sam,1.49,551.32,Closed
R-00397,M-054,Plant A,2024-01-13 04:09:00,2024-01-13 15:09:00,2024-01-13 18:09:00,Corrective,Medium,Riley,0.0,1309.06,Closed
R-00398,M-014,Plant B,2025-04-29 13:16:00,2025-04-30 13:16:00,2025-04-30 15:16:00,Corrective,Medium,Casey,7.67,2338.49,Closed
R-00399,M-034,Plant A,2024-05-05 08:38:00,2024-05-05 18:38:00,2024-05-06 02:38:00,Corrective,Medium,Casey,5.36,2519.98,Closed
R-00400,M-038,Plant A,2024-05-02 13:30:00,2024-05-02 20:30:00,2024-05-03 15:30:00,Corrective,High,Alex,6.28,2736.89,Closed
R-00401,M-032,Plant B,2024-04-03 23:24:00,2024-04-06 04:24:00,2024-04-06 09:24:00,Corrective,Low,Alex,4.14,1525.13,Closed
R-00402,M-021,Plant B,2025-07-25 22:00:00,2025-07-28 06:00:00,2025-07-28 21:00:00,Corrective,Low,Jamie,5.57,3038.8,Closed
R-00403,M-017,Plant B,2024-02-10 16:33:00,2024-02-11 14:33:00,2024-02-12 04:33:00,Corrective,Medium,Jamie,5.65,3279.34,Closed
R-00404,M-059,Plant B,2025-07-21 05:28:00,2025-07-21 09:28:00,2025-07-21 12:28:00,Preventive,High,Morgan,0.7,462.14,Closed
R-00405,M-047,Plant B,2024-07-08 00:38:00,2024-07-08 06:38:00,2024-07-08 20:38:00,Corrective,Medium,Taylor,1.36,2435.66,Closed
R-00406,M-040,Plant B,2024-10-16 11:00:00,2024-10-16 17:00:00,2024-10-16 19:00:00,Preventive,Medium,Sam,1.32,447.98,Closed
R-00407,M-013,Plant A,2024-04-19 16:34:00,2024-04-19 23:34:00,2024-04-20 10:34:00,Preventive,High,Riley,2.17,1351.09,Closed
R-00408,M-001,Plant A,2024-08-01 22:22:00,2024-08-02 13:22:00,2024-08-03 05:22:00,Corrective,Low,Sam,6.86,3285.45,Closed
R-00409,M-057,Plant A,2025-03-01 12:35:00,2025-03-01 20:35:00,2025-03-02 07:35:00,Corrective,High,Morgan,8.46,2198.16,Closed
R-00410,M-007,Plant B,2024-08-24 18:08:00,2024-08-24 20:08:00,2024-08-25 03:08:00,Preventive,High,Taylor,1.83,766.16,Closed
R-00411,M-041,Plant B,2025-08-13 12:13:00,2025-08-13 21:13:00,2025-08-14 07:13:00,Corrective,Medium,Riley,3.04,1610.16,Closed
R-00412,M-039,Plant B,2025-03-29 12:01:00,2025-03-30 05:01:00,2025-03-30 19:01:00,Corrective,Medium,Casey,8.1,2437.67,Closed
R-00413,M-016,Plant B,2025-07-30 18:37:00,2025-08-01 10:37:00,2025-08-01 14:37:00,Preventive,Low,Morgan,1.08,602.96,Closed
R-00414,M-034,Plant A,2024-05-18 10:18:00,2024-05-20 23:18:00,2024-05-21 06:18:00,Preventive,Low,Taylor,0.0,986.04,Closed
R-00415,M-033,Plant A,2025-07-23 19:28:00,2025-07-24 02:28:00,2025-07-24 11:28:00,Corrective,High,Alex,8.33,1727.79,Closed
R-00416,M-020,Plant A,2024-04-04 19:28:00,2024-04-05 18:28:00,2024-04-05 21:28:00,Preventive,Low,Sam,1.02,530.07,Closed
R-00417,M-053,Plant A,2024-04-07 20:19:00,2024-04-07 21:19:00,2024-04-08 13:19:00,Corrective,High,Riley,0.0,3439.49,Closed
R-00418,M-015,Plant B,2025-10-30 20:33:00,2025-10-31 09:33:00,2025-10-31 13:33:00,Corrective,Medium,Riley,10.03,1780.58,Closed
R-00419,M-010,Plant B,2024-11-30 17:08:00,2024-12-01 00:08:00,2024-12-01 18:08:00,Corrective,High,Riley,0.0,2350.25,Closed
R-00420,M-022,Plant A,2024-03-25 16:14:00,2024-03-25 20:14:00,2024-03-26 16:14:00,Corrective,High,Riley,8.91,2520.23,Closed
R-00421,M-009,Plant A,2025-05-07 19:05:00,2025-05-08 18:05:00,2025-05-08 23:05:00,Preventive,Medium,Taylor,1.54,647.83,Closed
R-00422,M-044,Plant B,2025-08-12 03:03:00,2025-08-12 13:03:00,2025-08-12 19:03:00,Preventive,Medium,Casey,2.29,806.04,Closed
R-00423,M-050,Plant A,2024-11-08 05:46:00,2024-11-08 23:46:00,2024-11-09 08:46:00,Corrective,Medium,Jamie,5.08,2451.19,Closed
R-00424,M-006,Plant A,2024-04-25 01:51:00,2024-04-25 05:51:00,2024-04-25 11:51:00,Preventive,Medium,Jordan,0.96,755.61,Closed
R-00425,M-031,Plant A,2024-01-24 11:19:00,2024-01-25 07:19:00,2024-01-25 13:19:00,Preventive,Medium,Taylor,0.0,641.19,Closed
R-00426,M-045,Plant A,2025-11-15 00:37:00,2025-11-15 15:37:00,2025-11-15 18:37:00,Preventive,Low,Alex,1.67,562.76,Closed
R-00427,M-040,Plant B,2024-10-04 01:48:00,2024-10-06 07:48:00,2024-10-06 20:48:00,Corrective,Low,Sam,13.98,2754.7,Closed
R-00428,M-015,Plant B,2025-01-24 17:21:00,2025-01-25 00:21:00,2025-01-25 05:21:00,Corrective,High,Casey,6.96,1760.11,Closed
R-00429,M-030,Plant A,2025-07-28 00:44:00,2025-07-29 13:44:00,2025-07-29 19:44:00,Preventive,Low,Morgan,3.01,774.21,Closed
R-00430,M-020,Plant A,2024-08-29 17:06:00,2024-08-29 23:06:00,2024-08-30 06:06:00,Preventive,High,Morgan,1.67,819.52,Closed
R-00431,M-058,Plant B,2025-02-06 22:25:00,2025-02-07 09:25:00,2025-02-07 13:25:00,Preventive,Medium,Taylor,3.66,594.24,Closed
R-00432,M-035,Plant B,2024-05-14 07:03:00,2024-05-14 20:03:00,2024-05-15 14:03:00,Corrective,Medium,Taylor,4.39,2763.3,Closed
R-00433,M-059,Plant B,2024-05-28 22:23:00,2024-05-30 20:23:00,2024-05-31 01:23:00,Corrective,Low,Casey,2.61,1979.67,Closed
R-00434,M-049,Plant A,2024-11-22 14:07:00,2024-11-23 00:07:00,2024-11-23 06:07:00,Corrective,Medium,Morgan,13.5,935.38,Closed
R-00435,M-040,Plant B,2025-09-23 09:06:00,2025-09-23 13:06:00,2025-09-23 16:06:00,Corrective,Medium,Taylor,6.4,1996.21,Closed
R-00436,M-031,Plant A,2025-12-30 22:10:00,2025-12-31 20:10:00,2025-12-31 22:10:00,Preventive,Low,Jamie,0.97,238.96,Closed
R-00437,M-049,Plant A,2024-01-16 09:12:00,2024-01-16 12:12:00,2024-01-17 13:12:00,Corrective,High,Taylor,2.46,3355.54,Closed
R-00438,M-016,Plant B,2025-03-13 13:49:00,2025-03-14 05:49:00,2025-03-14 22:49:00,Corrective,Medium,Riley,6.22,3593.94,Closed
R-00439,M-051,Plant B,2024-02-09 17:46:00,2024-02-10 13:46:00,2024-02-10 16:46:00,Preventive,Medium,Alex,2.46,595.57,Closed
R-00440,M-004,Plant B,2024-07-13 09:56:00,2024-07-15 00:56:00,2024-07-15 06:56:00,Preventive,Low,Morgan,1.74,976.45,Closed
R-00441,M-045,Plant A,2025-06-13 04:51:00,2025-06-13 11:51:00,2025-06-13 19:51:00,Corrective,Medium,Sam,2.25,1317.64,Closed
R-00442,M-038,Plant A,2025-12-30 06:53:00,2025-12-30 08:53:00,2025-12-30 20:53:00,Corrective,High,Casey,8.26,2759.32,Closed
R-00443,M-006,Plant A,2025-06-20 13:06:00,2025-06-22 01:06:00,2025-06-22 04:06:00,Corrective,Low,Jordan,10.4,1861.66,Closed
R-00444,M-010,Plant B,2024-06-15 04:56:00,2024-06-15 17:56:00,2024-06-15 22:56:00,Preventive,Medium,Riley,0.82,742.64,Closed
R-00445,M-008,Plant B,2024-05-14 06:55:00,2024-05-17 00:55:00,2024-05-17 07:55:00,Preventive,Low,Alex,1.98,977.33,Closed
R-00446,M-014,Plant B,2025-08-25 22:30:00,2025-08-26 09:30:00,2025-08-26 22:30:00,Corrective,Medium,Sam,0.88,2827.73,Closed
R-00447,M-053,Plant A,2024-07-31 01:40:00,2024-07-31 01:40:00,2024-07-31 10:40:00,Preventive,High,Casey,1.94,1238.56,Closed
R-00448,M-004,Plant B,2024-04-21 14:13:00,2024-04-21 22:13:00,2024-04-22 11:13:00,Corrective,High,Morgan,3.13,3172.41,Closed
R-00449,M-021,Plant B,2025-01-12 12:56:00,2025-01-13 08:56:00,2025-01-13 12:56:00,Corrective,Low,Sam,8.27,1398.93,Closed
R-00450,M-014,Plant B,2025-12-13 07:08:00,2025-12-13 14:08:00,2025-12-14 07:08:00,Corrective,High,Sam,3.24,3749.63,Closed
R-00451,M-017,Plant B,2025-06-22 19:37:00,2025-06-23 15:37:00,2025-06-24 10:37:00,Corrective,Medium,Jordan,8.96,2727.17,Closed
R-00452,M-019,Plant B,2024-07-17 00:03:00,2024-07-17 23:03:00,2024-07-18 03:03:00,Preventive,Medium,Sam,0.0,529.22,Closed
R-00453,M-036,Plant B,2025-10-14 07:14:00,2025-10-14 11:14:00,2025-10-14 21:14:00,Preventive,High,Morgan,1.45,1310.43,Closed
R-00454,M-022,Plant A,2025-02-09 19:25:00,2025-02-09 22:25:00,2025-02-10 17:25:00,Corrective,High,Jordan,6.4,3807.52,Closed
R-00455,M-052,Plant B,2024-02-06 22:02:00,2024-02-07 06:02:00,2024-02-07 15:02:00,Preventive,High,Jamie,1.93,1167.05,Closed
R-00456,M-021,Plant B,2025-07-22 18:17:00,2025-07-23 00:17:00,2025-07-23 03:17:00,Preventive,Medium,Casey,0.77,422.24,Closed
R-00457,M-025,Plant A,2025-10-03 18:14:00,2025-10-04 17:14:00,2025-10-05 03:14:00,Corrective,Medium,Riley,9.94,1727.14,Closed
R-00458,M-006,Plant A,2025-05-23 08:06:00,2025-05-24 15:06:00,2025-05-24 17:06:00,Preventive,Low,Morgan,0.27,336.21,Closed
R-00459,M-003,Plant A,2024-07-25 03:09:00,2024-07-25 11:09:00,2024-07-25 16:09:00,Preventive,High,Jamie,2.11,698.17,Closed
R-00460,M-050,Plant A,2024-04-10 17:37:00,2024-04-11 00:37:00,2024-04-11 18:37:00,Corrective,High,Alex,3.54,2583.18,Closed
R-00461,M-003,Plant A,2025-12-04 20:17:00,2025-12-05 16:17:00,2025-12-06 03:17:00,Corrective,Medium,Alex,2.94,3138.69,Closed
R-00462,M-021,Plant B,2024-07-24 06:34:00,2024-07-24 18:34:00,2024-07-24 21:34:00,Preventive,Medium,Jamie,1.09,372.09,Closed
R-00463,M-040,Plant B,2025-07-27 17:32:00,2025-07-28 01:32:00,2025-07-28 08:32:00,Preventive,Medium,Casey,0.95,801.74,Closed
R-00464,M-058,Plant B,2024-12-12 18:27:00,2024-12-12 18:27:00,2024-12-12 21:27:00,Preventive,High,Jamie,1.22,463.14,Closed
R-00465,M-046,Plant A,2025-09-02 20:13:00,2025-09-03 09:13:00,2025-09-03 16:13:00,Corrective,Medium,Jamie,6.38,1143.44,Closed
R-00466,M-060,Plant B,2025-04-21 19:22:00,2025-04-23 02:22:00,2025-04-23 07:22:00,Preventive,Low,Jamie,0.0,684.68,Closed
R-00467,M-030,Plant A,2025-04-26 07:54:00,2025-04-26 12:54:00,2025-04-27 07:54:00,Corrective,High,Morgan,5.05,3011.94,Closed
R-00468,M-023,Plant A,2025-05-05 15:44:00,2025-05-06 11:44:00,2025-05-07 00:44:00,Corrective,Medium,Casey,6.29,3062.17,Closed
R-00469,M-021,Plant B,2025-07-23 22:10:00,2025-07-24 20:10:00,2025-07-25 01:10:00,Preventive,Medium,Jamie,1.52,672.81,Closed
R-00470,M-005,Plant A,2024-12-14 07:06:00,2024-12-15 04:06:00,2024-12-15 13:06:00,Corrective,Medium,Riley,8.35,2449.47,Closed
R-00471,M-005,Plant A,2025-12-29 19:35:00,2025-12-30 00:35:00,2025-12-30 18:35:00,Corrective,High,Jamie,7.46,2338.53,Closed
R-00472,M-053,Plant A,2025-09-02 12:56:00,2025-09-02 22:56:00,2025-09-03 03:56:00,Preventive,Medium,Alex,1.4,803.3,Closed
R-00473,M-041,Plant B,2024-01-01 05:00:00,2024-01-02 04:00:00,2024-01-02 20:00:00,Corrective,Medium,Morgan,8.25,2658.96,Closed
R-00474,M-051,Plant B,2025-11-26 10:23:00,2025-11-26 22:23:00,2025-11-27 18:23:00,Corrective,Low,Casey,13.88,4196.55,Closed
R-00475,M-055,Plant A,2024-10-28 02:07:00,2024-10-28 23:07:00,2024-10-29 02:07:00,Preventive,Medium,Alex,2.79,457.08,Closed
R-00476,M-045,Plant A,2025-08-27 13:27:00,2025-08-28 06:27:00,2025-08-28 13:27:00,Corrective,Medium,Riley,0.0,1165.78,Closed
R-00477,M-009,Plant A,2024-07-11 18:57:00,2024-07-14 13:57:00,2024-07-14 19:57:00,Preventive,Low,Riley,1.76,650.96,Closed
R-00478,M-047,Plant B,2025-05-13 22:27:00,2025-05-16 13:27:00,2025-05-16 19:27:00,Preventive,Low,Sam,1.79,838.8,Closed
R-00479,M-045,Plant A,2025-09-10 14:31:00,2025-09-11 08:31:00,2025-09-11 21:31:00,Corrective,Medium,Riley,8.14,2683.54,Closed
R-00480,M-055,Plant A,2024-08-30 17:07:00,2024-09-01 17:07:00,2024-09-01 20:07:00,Preventive,Low,Casey,2.75,491.41,Closed
R-00481,M-038,Plant A,2025-05-08 23:34:00,2025-05-09 19:34:00,2025-05-10 03:34:00,Preventive,Medium,Morgan,2.46,1115.87,Closed
R-00482,M-043,Plant B,2024-03-20 23:20:00,2024-03-22 21:20:00,2024-03-23 01:20:00,Corrective,Low,Morgan,8.39,1501.65,Closed
R-00483,M-058,Plant B,2025-04-25 19:35:00,2025-04-26 04:35:00,2025-04-26 14:35:00,Corrective,Medium,Morgan,6.68,2486.38,Closed
R-00484,M-038,Plant A,2024-06-22 19:33:00,2024-06-23 12:33:00,2024-06-23 17:33:00,Preventive,Low,Alex,0.74,591.9,Closed
R-00485,M-051,Plant B,2024-10-11 08:36:00,2024-10-11 15:36:00,2024-10-11 20:36:00,Preventive,Medium,Morgan,1.4,691.18,Closed
R-00486,M-012,Plant A,2024-09-24 23:55:00,2024-09-25 04:55:00,2024-09-25 15:55:00,Preventive,High,Alex,0.04,1333.69,Closed
R-00487,M-049,Plant A,2025-02-26 13:04:00,2025-02-27 11:04:00,2025-02-27 14:04:00,Preventive,Medium,Jordan,0.45,345.18,Closed
R-00488,M-011,Plant A,2025-04-20 13:36:00,2025-04-21 05:36:00,2025-04-21 15:36:00,Corrective,Medium,Taylor,0.77,2120.32,Closed
R-00489,M-028,Plant A,2024-01-13 09:51:00,2024-01-13 14:51:00,2024-01-14 05:51:00,Corrective,Medium,Casey,1.53,2353.33,Closed
R-00490,M-018,Plant A,2024-09-30 03:21:00,2024-10-01 01:21:00,2024-10-01 06:21:00,Preventive,Medium,Jamie,0.57,645.09,Closed
R-00491,M-045,Plant A,2024-07-03 10:41:00,2024-07-04 03:41:00,2024-07-04 21:41:00,Corrective,Medium,Sam,4.53,3422.0,Closed
R-00492,M-017,Plant B,2024-07-16 01:09:00,2024-07-16 02:09:00,2024-07-16 10:09:00,Preventive,High,Taylor,0.64,1053.52,Closed
R-00493,M-058,Plant B,2025-10-25 19:19:00,2025-10-25 21:19:00,2025-10-26 18:19:00,Corrective,High,Sam,0.18,2875.62,Closed
R-00494,M-028,Plant A,2025-12-09 22:47:00,2025-12-10 10:47:00,2025-12-10 15:47:00,Corrective,Medium,Jordan,0.0,1445.66,Closed
R-00495,M-004,Plant B,2024-09-21 09:02:00,2024-09-21 15:02:00,2024-09-21 19:02:00,Preventive,High,Taylor,0.47,646.99,Closed
R-00496,M-007,Plant B,2025-03-28 08:50:00,2025-03-28 15:50:00,2025-03-28 19:50:00,Preventive,High,Morgan,1.23,588.38,Closed
R-00497,M-060,Plant B,2024-02-08 22:41:00,2024-02-09 04:41:00,2024-02-09 16:41:00,Preventive,High,Casey,0.49,1388.16,Closed
R-00498,M-052,Plant B,2024-03-12 18:26:00,2024-03-13 16:26:00,2024-03-13 20:26:00,Preventive,Medium,Jamie,1.64,633.74,Closed
R-00499,M-026,Plant B,2024-02-26 21:34:00,2024-02-27 11:34:00,2024-02-28 04:34:00,Corrective,Medium,Casey,4.51,2052.9,Closed
R-00500,M-025,Plant A,2025-11-07 06:31:00,2025-11-08 01:31:00,2025-11-08 09:31:00,Preventive,Medium,Sam,1.0,1002.7,Closed
R-00501,M-009,Plant A,2024-02-06 06:35:00,2024-02-06 22:35:00,2024-02-07 02:35:00,Preventive,Low,Taylor,1.06,638.19,Closed
R-00502,M-029,Plant B,2024-01-17 01:15:00,2024-01-17 08:15:00,2024-01-17 13:15:00,Preventive,Medium,Alex,2.66,720.66,Closed
R-00503,M-044,Plant B,2025-07-03 05:05:00,2025-07-03 05:05:00,2025-07-03 13:05:00,Corrective,High,Sam,11.96,1311.81,Closed
R-00504,M-012,Plant A,2025-10-09 01:42:00,2025-10-09 23:42:00,2025-10-10 03:42:00,Corrective,Low,Sam,7.76,838.01,Closed
R-00505,M-039,Plant B,2025-09-22 07:31:00,2025-09-22 13:31:00,2025-09-23 02:31:00,Preventive,High,Casey,2.74,1715.03,Closed
R-00506,M-049,Plant A,2024-02-16 20:14:00,2024-02-16 22:14:00,2024-02-17 09:14:00,Preventive,High,Morgan,2.95,1170.08,Closed
R-00507,M-016,Plant B,2025-08-18 01:23:00,2025-08-20 21:23:00,2025-08-21 01:23:00,Preventive,Low,Riley,2.13,493.15,Closed
R-00508,M-042,Plant A,2025-08-30 09:41:00,2025-08-31 06:41:00,2025-08-31 13:41:00,Preventive,Low,Jamie,1.53,911.0,Closed
R-00509,M-027,Plant B,2024-09-01 05:57:00,2024-09-01 12:57:00,2024-09-01 22:57:00,Corrective,High,Jordan,5.78,1798.61,Closed
R-00510,M-008,Plant B,2025-06-26 03:15:00,2025-06-28 09:15:00,2025-06-28 18:15:00,Corrective,Low,Taylor,6.31,1345.09,Closed
R-00511,M-008,Plant B,2024-06-01 23:23:00,2024-06-04 05:23:00,2024-06-04 08:23:00,Corrective,Low,Jamie,3.99,1396.86,Closed
R-00512,M-022,Plant A,2025-09-23 15:28:00,2025-09-23 19:28:00,2025-09-24 00:28:00,Preventive,Medium,Jordan,0.85,560.78,Closed
R-00513,M-016,Plant B,2025-03-31 20:13:00,2025-04-01 03:13:00,2025-04-01 12:13:00,Corrective,Medium,Casey,6.33,1515.02,Closed
R-00514,M-058,Plant B,2024-08-13 02:30:00,2024-08-13 12:30:00,2024-08-14 04:30:00,Corrective,Medium,Riley,10.11,2721.77,Closed
R-00515,M-009,Plant A,2025-04-13 06:37:00,2025-04-13 20:37:00,2025-04-14 00:37:00,Corrective,Low,Taylor,11.11,1497.58,Closed
R-00516,M-011,Plant A,2024-12-17 07:30:00,2024-12-17 18:30:00,2024-12-18 12:30:00,Corrective,Medium,Jordan,11.91,3045.94,Closed
R-00517,M-014,Plant B,2025-08-28 16:09:00,2025-08-29 03:09:00,2025-08-29 21:09:00,Corrective,Medium,Riley,7.58,4132.84,Closed
R-00518,M-059,Plant B,2025-08-10 00:10:00,2025-08-10 08:10:00,2025-08-10 18:10:00,Preventive,High,Jamie,3.76,1297.46,Closed
R-00519,M-045,Plant A,2024-04-10 15:26:00,2024-04-10 21:26:00,2024-04-11 12:26:00,Corrective,High,Alex,4.95,2656.43,Closed
R-00520,M-020,Plant A,2024-06-14 15:40:00,2024-06-15 09:40:00,2024-06-15 14:40:00,Corrective,Medium,Alex,4.6,1466.49,Closed
R-00521,M-051,Plant B,2025-01-14 21:23:00,2025-01-15 11:23:00,2025-01-15 15:23:00,Corrective,Medium,Sam,3.17,2456.22,Closed
R-00522,M-035,Plant B,2025-08-12 07:04:00,2025-08-12 07:04:00,2025-08-12 20:04:00,Corrective,High,Casey,7.42,2223.23,Closed
R-00523,M-030,Plant A,2025-09-25 01:23:00,2025-09-25 09:23:00,2025-09-25 16:23:00,Preventive,High,Sam,2.36,1011.36,Closed
R-00524,M-038,Plant A,2025-12-20 07:09:00,2025-12-22 03:09:00,2025-12-22 19:09:00,Corrective,Low,Casey,8.99,2087.55,Closed
R-00525,M-024,Plant A,2024-12-19 15:26:00,2024-12-20 12:26:00,2024-12-21 01:26:00,Corrective,Medium,Sam,0.8,3338.14,Closed
R-00526,M-052,Plant B,2024-03-08 06:25:00,2024-03-08 15:25:00,2024-03-08 19:25:00,Corrective,Medium,Sam,1.06,845.79,Closed
R-00527,M-008,Plant B,2025-12-14 05:03:00,2025-12-16 12:03:00,2025-12-16 20:03:00,Corrective,Low,Alex,3.53,2370.45,Closed
R-00528,M-019,Plant B,2024-07-12 02:08:00,2024-07-13 11:08:00,2024-07-13 16:08:00,Preventive,Low,Casey,2.39,790.11,Closed
R-00529,M-032,Plant B,2025-08-30 22:43:00,2025-09-01 22:43:00,2025-09-02 05:43:00,Corrective,Low,Jamie,7.47,1768.21,Closed
R-00530,M-019,Plant B,2024-02-18 05:03:00,2024-02-19 02:03:00,2024-02-19 04:03:00,Preventive,Medium,Jordan,2.18,483.75,Closed
R-00531,M-045,Plant A,2025-11-13 05:14:00,2025-11-13 07:14:00,2025-11-13 11:14:00,Preventive,High,Casey,1.25,540.89,Closed
R-00532,M-023,Plant A,2024-05-31 12:43:00,2024-06-02 01:43:00,2024-06-02 05:43:00,Preventive,Low,Morgan,1.4,702.86,Closed
